dataset,split,index,dialect_group,raw_dialect
maccorpus,test,330,MAGHREB,MAGHREB
maccorpus,test,331,OTHER_MIXED,LEV
maccorpus,test,332,MAGHREB,MAGHREB
maccorpus,test,333,MSA,MSA
maccorpus,test,334,OTHER_MIXED,GLF
maccorpus,test,335,OTHER_MIXED,LEV
maccorpus,test,336,MSA,MSA
maccorpus,test,337,OTHER_MIXED,LEV
maccorpus,test,338,MSA,MSA
maccorpus,test,339,MAGHREB,MAGHREB
maccorpus,test,340,MAGHREB,MAGHREB
maccorpus,test,341,OTHER_MIXED,GLF
maccorpus,test,342,MSA,MSA
maccorpus,test,343,MSA,MSA
maccorpus,test,344,MAGHREB,MAGHREB
maccorpus,test,345,MAGHREB,MAGHREB
maccorpus,test,346,MAGHREB,MAGHREB
maccorpus,test,347,OTHER_MIXED,LEV
maccorpus,test,348,OTHER_MIXED,LEV
maccorpus,test,349,MAGHREB,MAGHREB
maccorpus,test,350,MAGHREB,MAGHREB
maccorpus,test,351,OTHER_MIXED,LEV
maccorpus,test,352,MSA,MSA
maccorpus,test,353,OTHER_MIXED,GLF
maccorpus,test,354,MAGHREB,MAGHREB
maccorpus,test,355,MAGHREB,MAGHREB
maccorpus,test,356,OTHER_MIXED,GLF
maccorpus,test,357,MSA,MSA
maccorpus,test,358,OTHER_MIXED,GLF
maccorpus,test,359,MSA,MSA
maccorpus,test,360,MSA,MSA
maccorpus,test,361,MSA,MSA
maccorpus,test,362,MAGHREB,MAGHREB
maccorpus,test,363,MAGHREB,MAGHREB
maccorpus,test,364,MAGHREB,MAGHREB
maccorpus,test,365,MAGHREB,MAGHREB
maccorpus,test,366,MAGHREB,MAGHREB
maccorpus,test,367,MSA,MSA
maccorpus,test,368,MAGHREB,MAGHREB
maccorpus,test,369,MAGHREB,MAGHREB
maccorpus,test,370,OTHER_MIXED,GLF
maccorpus,test,371,MAGHREB,MAGHREB
maccorpus,test,372,MSA,MSA
maccorpus,test,373,OTHER_MIXED,GLF
maccorpus,test,374,MAGHREB,MAGHREB
maccorpus,test,375,OTHER_MIXED,LEV
maccorpus,test,376,MAGHREB,MAGHREB
maccorpus,test,377,OTHER_MIXED,GLF
maccorpus,test,378,MAGHREB,MAGHREB
maccorpus,test,379,MSA,MSA
maccorpus,test,380,MAGHREB,MAGHREB
maccorpus,test,381,MAGHREB,MAGHREB
maccorpus,test,382,MAGHREB,MAGHREB
maccorpus,test,383,OTHER_MIXED,GLF
maccorpus,test,384,MSA,MSA
maccorpus,test,385,MSA,MSA
maccorpus,test,386,OTHER_MIXED,LEV
maccorpus,test,387,MAGHREB,MAGHREB
maccorpus,test,388,OTHER_MIXED,GLF
maccorpus,test,389,OTHER_MIXED,GLF
maccorpus,test,390,OTHER_MIXED,GLF
maccorpus,test,391,MSA,MSA
maccorpus,test,392,MAGHREB,MAGHREB
maccorpus,test,393,OTHER_MIXED,GLF
maccorpus,test,394,OTHER_MIXED,GLF
maccorpus,test,395,MAGHREB,MAGHREB
maccorpus,test,396,MSA,MSA
maccorpus,test,397,MAGHREB,MAGHREB
maccorpus,test,398,MSA,MSA
maccorpus,test,399,OTHER_MIXED,GLF
maccorpus,test,400,MSA,MSA
maccorpus,test,401,MSA,MSA
maccorpus,test,402,OTHER_MIXED,GLF
maccorpus,test,403,OTHER_MIXED,GLF
maccorpus,test,404,MAGHREB,MAGHREB
maccorpus,test,405,MSA,MSA
maccorpus,test,406,MAGHREB,MAGHREB
maccorpus,test,407,MAGHREB,MAGHREB
maccorpus,test,408,EGY,EGY
maccorpus,test,409,MAGHREB,MAGHREB
maccorpus,test,410,EGY,EGY
maccorpus,test,411,MAGHREB,MAGHREB
maccorpus,test,412,MAGHREB,MAGHREB
maccorpus,test,413,OTHER_MIXED,GLF
maccorpus,test,414,MAGHREB,MAGHREB
maccorpus,test,415,MAGHREB,MAGHREB
maccorpus,test,416,OTHER_MIXED,GLF
maccorpus,test,417,OTHER_MIXED,GLF
maccorpus,test,418,MAGHREB,MAGHREB
maccorpus,test,419,OTHER_MIXED,GLF
maccorpus,test,420,MSA,MSA
maccorpus,test,421,MAGHREB,MAGHREB
maccorpus,test,422,MSA,MSA
maccorpus,test,423,MSA,MSA
maccorpus,test,424,MAGHREB,MAGHREB
maccorpus,test,425,OTHER_MIXED,GLF
maccorpus,test,426,OTHER_MIXED,GLF
maccorpus,test,427,OTHER_MIXED,GLF
maccorpus,test,428,OTHER_MIXED,GLF
maccorpus,test,429,OTHER_MIXED,GLF
maccorpus,test,430,OTHER_MIXED,GLF
maccorpus,test,431,MSA,MSA
maccorpus,test,432,MSA,MSA
maccorpus,test,433,MSA,MSA
maccorpus,test,434,OTHER_MIXED,LEV
maccorpus,test,435,MAGHREB,MAGHREB
maccorpus,test,436,OTHER_MIXED,GLF
maccorpus,test,437,OTHER_MIXED,GLF
maccorpus,test,438,MSA,MSA
maccorpus,test,439,MAGHREB,MAGHREB
maccorpus,test,440,MAGHREB,MAGHREB
maccorpus,test,441,MAGHREB,MAGHREB
maccorpus,test,442,MAGHREB,MAGHREB
maccorpus,test,443,MAGHREB,MAGHREB
maccorpus,test,444,OTHER_MIXED,GLF
maccorpus,test,445,MAGHREB,MAGHREB
maccorpus,test,446,OTHER_MIXED,GLF
maccorpus,test,447,MSA,MSA
maccorpus,test,448,MSA,MSA
maccorpus,test,449,MAGHREB,MAGHREB
maccorpus,test,450,OTHER_MIXED,LEV
maccorpus,test,451,MAGHREB,MAGHREB
maccorpus,test,452,MSA,MSA
maccorpus,test,453,MAGHREB,MAGHREB
maccorpus,test,454,MAGHREB,MAGHREB
maccorpus,test,455,MAGHREB,MAGHREB
maccorpus,test,456,MAGHREB,MAGHREB
maccorpus,test,457,MAGHREB,MAGHREB
maccorpus,test,458,OTHER_MIXED,GLF
maccorpus,test,459,MSA,MSA
maccorpus,test,460,MAGHREB,MAGHREB
maccorpus,test,461,OTHER_MIXED,GLF
maccorpus,test,462,MSA,MSA
maccorpus,test,463,OTHER_MIXED,GLF
maccorpus,test,464,OTHER_MIXED,GLF
maccorpus,test,465,MAGHREB,MAGHREB
maccorpus,test,466,OTHER_MIXED,GLF
maccorpus,test,467,MSA,MSA
maccorpus,test,468,MAGHREB,MAGHREB
maccorpus,test,469,MAGHREB,MAGHREB
maccorpus,test,470,MAGHREB,MAGHREB
maccorpus,test,471,OTHER_MIXED,GLF
maccorpus,test,472,MSA,MSA
maccorpus,test,473,MAGHREB,MAGHREB
maccorpus,test,474,MAGHREB,MAGHREB
maccorpus,test,475,MAGHREB,MAGHREB
maccorpus,test,476,OTHER_MIXED,GLF
maccorpus,test,477,OTHER_MIXED,GLF
maccorpus,test,478,OTHER_MIXED,LEV
maccorpus,test,479,MAGHREB,MAGHREB
maccorpus,test,480,OTHER_MIXED,LEV
maccorpus,test,481,MAGHREB,MAGHREB
maccorpus,test,482,MAGHREB,MAGHREB
maccorpus,test,483,OTHER_MIXED,GLF
maccorpus,test,484,OTHER_MIXED,GLF
maccorpus,test,485,MAGHREB,MAGHREB
maccorpus,test,486,OTHER_MIXED,LEV
maccorpus,test,487,OTHER_MIXED,GLF
maccorpus,test,488,OTHER_MIXED,GLF
maccorpus,test,489,MSA,MSA
maccorpus,test,490,OTHER_MIXED,GLF
maccorpus,test,491,MSA,MSA
maccorpus,test,492,MSA,MSA
maccorpus,test,493,MAGHREB,MAGHREB
maccorpus,test,494,MAGHREB,MAGHREB
maccorpus,test,495,MSA,MSA
maccorpus,test,496,MSA,MSA
maccorpus,test,497,MAGHREB,MAGHREB
maccorpus,test,498,MAGHREB,MAGHREB
maccorpus,test,499,MAGHREB,MAGHREB
maccorpus,test,500,OTHER_MIXED,GLF
maccorpus,test,501,MAGHREB,MAGHREB
maccorpus,test,502,MAGHREB,MAGHREB
maccorpus,test,503,MSA,MSA
maccorpus,test,504,EGY,EGY
maccorpus,test,505,MAGHREB,MAGHREB
maccorpus,test,506,OTHER_MIXED,GLF
maccorpus,test,507,MAGHREB,MAGHREB
maccorpus,test,508,OTHER_MIXED,GLF
maccorpus,test,509,OTHER_MIXED,LEV
maccorpus,test,510,MAGHREB,MAGHREB
maccorpus,test,511,MAGHREB,MAGHREB
maccorpus,test,512,OTHER_MIXED,LEV
maccorpus,test,513,MAGHREB,MAGHREB
maccorpus,test,514,MAGHREB,MAGHREB
maccorpus,test,515,OTHER_MIXED,GLF
maccorpus,test,516,MSA,MSA
maccorpus,test,517,MAGHREB,MAGHREB
maccorpus,test,518,MAGHREB,MAGHREB
maccorpus,test,519,MAGHREB,MAGHREB
maccorpus,test,520,OTHER_MIXED,GLF
maccorpus,test,521,OTHER_MIXED,GLF
maccorpus,test,522,MSA,MSA
maccorpus,test,523,MAGHREB,MAGHREB
maccorpus,test,524,MSA,MSA
maccorpus,test,525,MSA,MSA
maccorpus,test,526,MAGHREB,MAGHREB
maccorpus,test,527,MAGHREB,MAGHREB
maccorpus,test,528,OTHER_MIXED,GLF
maccorpus,test,529,OTHER_MIXED,GLF
maccorpus,test,530,MSA,MSA
maccorpus,test,531,MAGHREB,MAGHREB
maccorpus,test,532,MAGHREB,MAGHREB
maccorpus,test,533,OTHER_MIXED,LEV
maccorpus,test,534,OTHER_MIXED,GLF
maccorpus,test,535,MAGHREB,MAGHREB
maccorpus,test,536,MAGHREB,MAGHREB
maccorpus,test,537,MAGHREB,MAGHREB
maccorpus,test,538,MSA,MSA
maccorpus,test,539,MAGHREB,MAGHREB
maccorpus,test,540,OTHER_MIXED,LEV
maccorpus,test,541,MAGHREB,MAGHREB
maccorpus,test,542,OTHER_MIXED,LEV
maccorpus,test,543,OTHER_MIXED,GLF
maccorpus,test,544,MSA,MSA
maccorpus,test,545,MAGHREB,MAGHREB
maccorpus,test,546,OTHER_MIXED,GLF
maccorpus,test,547,MSA,MSA
maccorpus,test,548,MAGHREB,MAGHREB
maccorpus,test,549,MAGHREB,MAGHREB
maccorpus,test,550,OTHER_MIXED,GLF
maccorpus,test,551,MAGHREB,MAGHREB
maccorpus,test,552,OTHER_MIXED,GLF
maccorpus,test,553,OTHER_MIXED,LEV
maccorpus,test,554,OTHER_MIXED,GLF
maccorpus,test,555,MAGHREB,MAGHREB
maccorpus,test,556,MAGHREB,MAGHREB
maccorpus,test,557,OTHER_MIXED,GLF
maccorpus,test,558,MAGHREB,MAGHREB
maccorpus,test,559,MAGHREB,MAGHREB
maccorpus,test,560,MAGHREB,MAGHREB
maccorpus,test,561,OTHER_MIXED,LEV
maccorpus,test,562,MAGHREB,MAGHREB
maccorpus,test,563,MAGHREB,MAGHREB
maccorpus,test,564,MAGHREB,MAGHREB
maccorpus,test,565,MAGHREB,MAGHREB
maccorpus,test,566,OTHER_MIXED,GLF
maccorpus,test,567,OTHER_MIXED,GLF
maccorpus,test,568,MSA,MSA
maccorpus,test,569,MSA,MSA
maccorpus,test,570,MAGHREB,MAGHREB
maccorpus,test,571,MAGHREB,MAGHREB
maccorpus,test,572,MSA,MSA
maccorpus,test,573,MSA,MSA
maccorpus,test,574,MAGHREB,MAGHREB
maccorpus,test,575,MSA,MSA
maccorpus,test,576,OTHER_MIXED,LEV
maccorpus,test,577,MAGHREB,MAGHREB
maccorpus,test,578,MSA,MSA
maccorpus,test,579,MAGHREB,MAGHREB
maccorpus,test,580,MAGHREB,MAGHREB
maccorpus,test,581,OTHER_MIXED,GLF
maccorpus,test,582,MAGHREB,MAGHREB
maccorpus,test,583,MSA,MSA
maccorpus,test,584,MAGHREB,MAGHREB
maccorpus,test,585,MAGHREB,MAGHREB
maccorpus,test,586,OTHER_MIXED,LEV
maccorpus,test,587,OTHER_MIXED,GLF
maccorpus,test,588,MSA,MSA
maccorpus,test,589,MAGHREB,MAGHREB
maccorpus,test,590,OTHER_MIXED,GLF
maccorpus,test,591,MAGHREB,MAGHREB
maccorpus,test,592,MAGHREB,MAGHREB
maccorpus,test,593,MSA,MSA
maccorpus,test,594,MAGHREB,MAGHREB
maccorpus,test,595,MSA,MSA
maccorpus,test,596,OTHER_MIXED,GLF
maccorpus,test,597,MAGHREB,MAGHREB
maccorpus,test,598,OTHER_MIXED,GLF
maccorpus,test,599,OTHER_MIXED,GLF
maccorpus,test,600,MAGHREB,MAGHREB
maccorpus,test,601,OTHER_MIXED,GLF
maccorpus,test,602,MAGHREB,MAGHREB
maccorpus,test,603,MSA,MSA
maccorpus,test,604,OTHER_MIXED,GLF
maccorpus,test,605,MAGHREB,MAGHREB
maccorpus,test,606,MAGHREB,MAGHREB
maccorpus,test,607,MAGHREB,MAGHREB
maccorpus,test,608,OTHER_MIXED,GLF
maccorpus,test,609,MSA,MSA
maccorpus,test,610,OTHER_MIXED,GLF
maccorpus,test,611,OTHER_MIXED,GLF
maccorpus,test,612,MSA,MSA
maccorpus,test,613,OTHER_MIXED,LEV
maccorpus,test,614,OTHER_MIXED,GLF
maccorpus,test,615,OTHER_MIXED,LEV
maccorpus,test,616,OTHER_MIXED,LEV
maccorpus,test,617,MSA,MSA
maccorpus,test,618,EGY,EGY
